user_k,handle_n,alias_n,bio_x,followers_t,statuses_t,favorites_t,friends_t,listed_t,verified_f,politician_f,media_f,location_x,language_n,timezone_n,created_y,created_s,user_c,russian_troll_f
277,jmscoxxx,james cox,"after all is said and done, a lot more will have been said than done",1302,1652,506,2407,6,FALSE,,,usa,english,eastern time (us & canada),6/3/2014,6/3/2014 14:28,2580516159,TRUE
278,todaybostonma,boston today,"boston's local news on twitter. breaking news, sports, events  and international news. tweet us or dm",15376,15425,3,8840,153,FALSE,FALSE,TRUE,"boston, usa",english,eastern time (us & canada),6/8/2014,6/8/2014 11:20,2591847731,TRUE
279,dickyirwin,rick irwin,well done is better than well said,2033,2309,2056,3105,34,FALSE,,,usa,english,eastern time (us & canada),6/10/2014,6/10/2014 17:33,2598367019,TRUE
280,seattle_post,seattle post,"be the first to know seattle's local news. politics, sport, entertainment, business, features and more that you need to know and share",17222,27013,17,5254,201,FALSE,FALSE,TRUE,"seattle, wa",english,central time (us & canada),6/15/2014,6/15/2014 11:14,2611151319,TRUE
281,houstontopnews,houston top news,"houston top news and stories, powered 24/7",16678,20564,14,9562,115,FALSE,FALSE,TRUE,"houston, tx",english,central time (us & canada),6/21/2014,6/21/2014 9:32,2628066159,TRUE
282,dailysandiego,san diego daily,"follow for san diego's breaking news, special reports, entertainment and more from @dailysandiego",15702,18733,2,5435,219,FALSE,FALSE,TRUE,"san diego, ca",english,pacific time (us & canada),6/22/2014,6/22/2014 8:43,2630842499,TRUE
283,dallastopnews,dallas top news,"dallas top news and stories, powered 24/7",18843,19714,6,7664,151,FALSE,FALSE,TRUE,"dallas, texas",english,central time (us & canada),7/5/2014,7/5/2014 13:33,2675966513,TRUE
284,atlanta_online,atlanta online,"breaking news, weather, traffic and more for atlanta and georgia. dm us anytime. rts not endorsements",17346,12995,7,9424,140,FALSE,FALSE,TRUE,"atlanta, ga",english,eastern time (us & canada),12/27/2014,12/27/2014 8:26,2944766250,TRUE
285,todaymiami,miami today,"miami's local news on twitter. breaking news, sports, events  and international news. tweet us or dm",18832,8218,3,9705,117,FALSE,FALSE,TRUE,"miami, fl",english,eastern time (us & canada),12/27/2014,12/27/2014 10:32,2944944427,TRUE
286,entatjanamax,tatiana maksimova,i'm scandinavian traveller and blogger.also i write about politics eu.,609,6946,14349,2326,50,FALSE,,,"brussel, belgië",russian,volgograd,3/9/2015,3/9/2015 18:17,3070151882,TRUE
287,oaklandonline,oakland online,"breaking news, weather, traffic and more for oakland. dm us anytime. rts not endorsements",12147,14867,0,10232,183,FALSE,FALSE,TRUE,"oakland, ca",english,pacific time (us & canada),3/11/2015,3/11/2015 22:07,3074013672,TRUE
288,jacksoncitypost,jackson city post,#cityofjackson #jackson #usa #america #us,2643,6308,0,2074,56,FALSE,,,"jackson, ms",english,eastern time (us & canada),3/9/2015,3/9/2015 6:35,3081110164,TRUE
289,kelvsok,kelvin sok,i like to go to parties and talk about memes,0,165,8,1,0,FALSE,,,"new york, ny",english,eastern time (us & canada),3/16/2015,3/16/2015 2:23,3092302720,TRUE
290,nataturn,nataly turner,,6,173,1,15,1,FALSE,,,"new york, ny",english,eastern time (us & canada),3/20/2015,3/20/2015 2:37,3098232473,TRUE
291,novostidamask,??????? ???????,,20247,8500,3,2784,237,FALSE,,,,russian,volgograd,9/30/2015,9/30/2015 13:21,3824403809,TRUE
292,patriototus,being patriotic,"being patriotic means love or devotion to your homeland and readiness to defend it from any harm. united we stand, divided we fall.conservative politics. #pjnet",11811,1706,2011,9265,58,FALSE,,,"texas, usa",english,eastern time (us & canada),10/21/2015,10/21/2015 13:27,3969530725,TRUE
293,patriot_archive,patriot archive,american history in quotes & videos. mostly politics.,7669,609,269,7109,35,FALSE,,,,english,pacific time (us & canada),11/3/2015,11/3/2015 7:44,4103087435,TRUE
294,missourinewsus,people for justice!,#neverhillary,5550,1407,143,5377,84,FALSE,,,,english,pacific time (us & canada),11/17/2015,11/17/2015 9:29,4208754922,TRUE
295,luke_jones13,luke jones,a silent american patriot who was awoken by donald trump’s call to make america great again.,2960,286,15,1693,12,FALSE,,,,english,pacific time (us & canada),11/17/2015,11/17/2015 12:39,4209684039,TRUE
296,realten_gop,,,,,,,,,,,,,,,,4224912857,TRUE
297,march_for_trump,,,,,,,,,,,,,,,,7.3742E+17,TRUE
298,nj_blacknews,new jersey black,latest and most important news about new jersey black community,2820,451,40,1890,44,FALSE,FALSE,TRUE,"new jersey, usa",english,pacific time (us & canada),11/20/2015,11/20/2015 10:38,4233777387,TRUE
299,redlanews,red louisiana news,conservative; right and proud; christian. love my country and will stand against liberals and socialists.,9767,1530,360,8729,48,FALSE,,,"lafayette, la",english,pacific time (us & canada),11/19/2015,11/19/2015 11:53,4289431230,TRUE
300,blacneighbor,telah blac,,2458,1179,74,2176,40,FALSE,,,,english,pacific time (us & canada),11/19/2015,11/19/2015 12:39,4289925109,TRUE
301,jeblary2016,jeblary bushton,2016 us presidential candidate,8462,1176,0,6347,115,FALSE,,,,english,pacific time (us & canada),11/27/2015,11/27/2015 20:33,4299815909,TRUE
302,muslims_in_usa,american muslims,,2471,649,107,1787,11,FALSE,,,,english,pacific time (us & canada),1/13/2016,1/13/2016 15:18,4795201707,TRUE
303,oooonlyone,???????,,112,1205,721,150,2,FALSE,,,,russian,baku,3/26/2014,3/26/2014 18:11,2438338479,TRUE
304,ostrovofficer,??????,? ??????? (?????? ?????? ??? ?????? ???????),241,1616,2929,310,3,FALSE,,,??????,russian,moscow,5/16/2014,5/16/2014 9:48,2498181012,TRUE
305,dannymaslov,?????? ??????,"????? ??????, ????? ?? ????????? #hcska",149,376,313,643,1,FALSE,,,"saint petersburg, russia",russian,baku,4/29/2014,4/29/2014 14:37,2516933027,TRUE
306,gffgfsfgfsdffjj,newtime,,152,828,1844,249,8,FALSE,,,,russian,volgograd,5/4/2014,5/4/2014 18:24,2528799640,TRUE
307,oh_frida,?????,"??? ?????? ?????? ?????, ? ??? ??????? ????? ?????????? ?? ????, ????? ?????????.",95,1703,3057,120,1,FALSE,,,,russian,volgograd,5/9/2014,5/9/2014 10:29,2536836075,TRUE
308,shocko_10,stuart o'shaughnessy,,79,1914,422,216,3,FALSE,,,,english,,6/3/2014,6/3/2014 21:00,2544279414,TRUE
309,horrorki,??????,"???????? ????, ????? ????????, ??????????????, ????????? ?????????, ?? ?????????????, ???????",84,1778,2096,343,1,FALSE,,,,russian,volgograd,6/14/2014,6/14/2014 23:33,2567949836,TRUE
310,mikkyrurk,????? ?????????,ha ha ha ha ha ha ha ha,76,1433,2655,34,3,FALSE,,,,russian,moscow,6/20/2014,6/20/2014 8:34,2578327831,TRUE
311,zistti,??? ????,??????? ??????.,76,1463,2178,323,1,FALSE,,,,russian,volgograd,6/20/2014,6/20/2014 16:02,2578879620,TRUE
312,lysikvinkova,????? ???????,??????????,2347,636,720,49,0,FALSE,,,????????,russian,moscow,6/20/2014,6/20/2014 18:20,2579089021,TRUE
313,arkadii_trofim,??????? ????????,"????? ????? ? ?????? ? ?? ?????, ?? ? ????? ??? ??????...",2096,1549,1089,261,4,FALSE,,,?????????,russian,volgograd,6/22/2014,6/22/2014 18:10,2582643409,TRUE
314,lila_gorila,???? ??????,"? ?? ????? ?????????? ????????, ?????? ?? ?????????-???",85,1884,2634,251,0,FALSE,,,??????,russian,volgograd,6/24/2014,6/24/2014 19:44,2586251828,TRUE
315,maxdementiev,?????? ?????????,??? ?? ??? ?????,98412,30624,3619,94,166,FALSE,,,,russian,yerevan,9/14/2014,9/14/2014 6:20,2808833544,TRUE
316,yattvrussia,??? ??,?????? ??????????????? ? ?????? ??????????? ??????????.,289,378,496,502,5,FALSE,,,?????-?????????,russian,,1/22/2015,1/22/2015 13:49,2992047969,TRUE
317,leecory,olga,here i am~,14,219,0,6,0,FALSE,,,st-petersburg,russian,st. petersburg,5/9/2009,5/9/2009 15:58,38875764,TRUE
318,maksblaginin,?????? ????????,???? ??? ????? ????? ? ????? ???????????????? ? ??? ??? ??????.,4749,223,65,84,1,FALSE,,,????,russian,moscow,4/30/2014,4/30/2014 19:27,2519634855,TRUE
319,tebepizdec,???? ??????,??? ?????? ??????/18+/???????,6360,1325,292,1265,12,FALSE,,,,russian,eastern time (us & canada),5/3/2014,5/3/2014 14:55,2525622731,TRUE
320,krasilnikovbor,????? ????????????,"?????? ????????? ?? ????????? ??????? ? ????????? ?????? ? ???????????? ??????? ???? ????? ????????, ??? ?????? ???????????",329,287,167,264,15,FALSE,,,"??????, ??????",russian,volgograd,5/6/2014,5/6/2014 8:28,2532553697,TRUE
321,banttanantta,bantta,"? ???? ???? ? ??????,? ?????? ? ????? ?????",94,119,175,278,0,FALSE,,,,russian,moscow,5/9/2014,5/9/2014 15:34,2537243471,TRUE
322,rogovilia,???? ?????,"?????????????? ???????? ????????? ?????, ??????????? ???? ??????? ??????????? ????????",2305,208,31,52,0,FALSE,,,??????,russian,volgograd,5/12/2014,5/12/2014 12:09,2542876557,TRUE
323,krustyps,?????? ????,,186,63,73,323,0,FALSE,,,?????? ??????,russian,volgograd,6/20/2014,6/20/2014 23:02,2579368386,TRUE
324,policestateme,policestate,,1468,611,58,2092,10,FALSE,,,,english,pacific time (us & canada),9/10/2015,9/10/2015 10:48,3608261007,TRUE
325,mideastview,????? ????? ?? ?????,#????? ????? ????? ??? ????? ?????? ?? #?????,2933,10983,4,1655,3,FALSE,,,,english,muscat,10/8/2015,10/8/2015 14:34,3900319276,TRUE
326,anzgri,???????? ??????,?????.,1267,61735,75,36,111,FALSE,,,,russian,moscow,11/5/2009,11/5/2009 1:44,87588938,TRUE
327,lynsrodriguez,lindsey rodriguez,amateur travel fanatic,785,1189,629,1015,14,FALSE,,,,english,eastern time (us & canada),6/10/2013,6/10/2013 4:06,1497280638,TRUE
328,meggieoneil,meggie o'neil,love yourself or no one will love you,955,1594,1572,2020,13,FALSE,,,portland,english,eastern time (us & canada),7/27/2013,7/27/2013 17:56,1625965398,TRUE
329,edmundrjr,edmund ragland,"eat,sleep,bleed music. brooklyn bred, home fed. talk shit at your own risk!! welcome to the danger zone.",536,1087,863,588,5,FALSE,,,"brooklyn, ny",english,eastern time (us & canada),8/26/2013,8/26/2013 10:32,1701582961,TRUE
330,margoberoeva,????????? ???????,???? ??????? ?? ??????? ????,285,6109,846,251,4,FALSE,,,??????,russian,nairobi,3/23/2014,3/23/2014 18:39,2431598206,TRUE
331,donnielmiller,donna miller,stars are mine,1363,2094,1239,2565,20,FALSE,,,la,english,eastern time (us & canada),5/9/2014,5/9/2014 16:45,2537357265,TRUE
332,heyitsglor,gloris glaze,what's up?,74,14,14,206,0,FALSE,,,united states,english,eastern time (us & canada),6/2/2014,6/2/2014 9:33,2541109454,TRUE
333,riafanru,??? ???,?????????: https://vk.com/riafanfacebook: https://www.facebook.com/riafanru?????????????: http://ok.ru/fannews,11370,57212,0,2908,80,FALSE,,,??????,russian,minsk,6/16/2014,6/16/2014 9:08,2570574680,TRUE
334,zubovnik,??????? ?????,????????? ? ??????,26002,19641,410,657,155,FALSE,,,??????,russian,volgograd,6/26/2014,6/26/2014 12:46,2589513234,TRUE
335,pigeontoday,pigeon today,"america’s weakest primetime lineup anywhere! follow merica's #1 cable news network, delivering you breaking news, insightful analysis, and must-see memes.",29524,15665,1344,21248,240,FALSE,,,united states,english,eastern time (us & canada),12/9/2014,12/9/2014 13:45,2912754262,TRUE
336,mbrownhere,malcolm,,19,119,154,237,1,FALSE,,,,english,,6/5/2015,6/5/2015 6:17,3308949087,TRUE
337,instotus,instotus,"this is a community for everyone whose heart is with america. don't be a stranger, be a patriot! follow us!",4516,581,613,4741,23,FALSE,,,,english,pacific time (us & canada),10/23/2015,10/23/2015 8:37,3989295372,TRUE
338,globalfoe,global enemy,designed at unveiling roots of failed attempts to solve global problems #seeglobalfoe,1294,493,198,2797,28,FALSE,,,cosmopolitanism,english,pacific time (us & canada),12/11/2015,12/11/2015 3:30,4444330996,TRUE
339,chrisuport_port,chris port,"tierarzt;mag cauntrymusic und basketball; politikaktiv, hashtag-spieler. hat 2 tochter und 3 enkel",3178,741,3005,3866,29,FALSE,,,"hessen, deutschland",german,berlin,5/19/2016,5/19/2016 12:29,7.33273E+17,TRUE
340,darrell_h_hunt,darrell hunt,,1,1,0,46,0,FALSE,,,,english,,7/12/2016,7/12/2016 20:38,7.52965E+17,TRUE
341,margarethkurz,margareth kurz,,6,250,21,136,2,FALSE,,,,german,bern,7/13/2016,7/13/2016 13:10,7.53215E+17,TRUE
342,sternandreas404,andreas stern,,17,253,28,149,2,FALSE,,,,german,madrid,7/5/2016,7/5/2016 16:35,7.50368E+17,TRUE
343,whitehousecards,????????? ?????,"«? ?????? ??????, ??? ?????? ?????? ?????, ?? ????? ??????? ?? ???????, ?????? ?????? ???????????? ??????»",9426,385,0,3047,10,FALSE,,,"washington, dc",russian,moscow,5/13/2016,5/13/2016 14:05,7.31123E+17,TRUE
344,arseni_roman,??????? ??? ?????,? ???? ?????? ???? ?? ????????.,72,1281,3234,241,4,FALSE,,,,russian,moscow,3/22/2014,3/22/2014 19:35,2429465939,TRUE
345,bratuha_borcuha,?????? ???? ??????,,90,1131,2048,226,1,FALSE,,,,russian,moscow,5/7/2014,5/7/2014 12:57,2482076083,TRUE
346,bydrbre_,????? ????????,?????-????????.  #????????????? ????? ? ????.       ?? ?????????!????? ????????? - http://vk.com/bydrbre,14353,1035,96,6565,19,FALSE,,,,russian,moscow,5/26/2016,5/26/2016 11:10,7.3579E+17,TRUE
347,erdollum,erdollum,"keiner kann uns verbieten, uns so zu äußern, wie wir es wollen! wir sind für die meinungsfreiheit!",5811,2556,2986,4845,45,FALSE,,,,german,berlin,4/22/2016,4/22/2016 8:55,7.23435E+17,TRUE
348,inspectan,???????,????? ?? ?????? ????????,129,950,1590,211,4,FALSE,,,??????,russian,volgograd,6/25/2014,6/25/2014 22:18,2588336851,TRUE
349,internalmemer,markiya,sour. salty. bitter.,92,3871,17113,74,3,FALSE,,,the corner of happy & healthy,english,,6/27/2016,6/27/2016 8:22,7.47344E+17,TRUE
350,krivelev_law,psycho,"???? ???? ?????????? ?????, ?? ? ???????????",115,646,1214,371,3,FALSE,,,,russian,moscow,4/29/2014,4/29/2014 6:33,2516294981,TRUE
351,med_harley,???? ?????,,88,1321,1461,518,0,FALSE,,,,russian,volgograd,6/12/2014,6/12/2014 9:21,2563075183,TRUE
352,milimillennium,?????????,???? ???????? ?? ???????:1. ???????? ????2. ???? ?????,88,1807,2450,108,0,FALSE,,,,russian,volgograd,6/19/2014,6/19/2014 16:41,2577151334,TRUE
353,mrservelat,??????,?????? ???????,98,1564,2491,240,0,FALSE,,,,russian,moscow,4/30/2014,4/30/2014 15:34,2519246716,TRUE
354,nana_lama,???? ????,"?? ???? ???? ?? ??????, ? ????? ??????.",140,1727,2698,430,2,FALSE,,,??????,russian,volgograd,5/3/2014,5/3/2014 13:40,2525491683,TRUE
355,politopros,??????????,?????????????? ???????????????? ??????? ??? ?????????? ?????????? 1600 ???????,19678,653,13,3695,48,FALSE,,,,russian,moscow,5/7/2014,5/7/2014 20:12,2534367226,TRUE
356,shikarnoel,????????,"?????? ?? ????, ??????? ??? ????????, ????? ??????? ??? ??????",87,1288,1790,349,2,FALSE,,,????,russian,volgograd,6/18/2014,6/18/2014 23:01,2575626468,TRUE
357,ttlenlen,?????&??????,,120,2040,2678,115,0,FALSE,,,???,russian,moscow,4/23/2014,4/23/2014 18:33,2504601561,TRUE
358,worldnewspoli,worldnewspolitics,"all major information policy in the world, we are ready to give you the most accurate and timely information in the field of politics and economics",1957,638,0,4755,4,FALSE,,,estados unidos,spanish,,10/21/2016,10/21/2016 0:44,7.89266E+17,TRUE
359,4ever1937,19:37,"????? ???????: ????, ???????. ??? ??? ????? ?? ??????????",4476,33,21,380,0,FALSE,,,,russian,,7/1/2016,7/1/2016 13:26,7.4887E+17,TRUE
360,andreaseulitz,andreas eulitz,,9,98,46,95,1,FALSE,,,,german,london,7/6/2016,7/6/2016 12:58,7.50675E+17,TRUE
361,angela_lattke,angela lattke,#usa and #deutdchland - friends 4rever! #ttip,14,231,59,90,1,FALSE,,,,german,bern,7/12/2016,7/12/2016 11:19,7.52825E+17,TRUE
362,berkhoff85,nils berkhoff,"ich  interessiere mich für #politik, #spd, #wirtschaft und internationale beziehungen. in der freizeit spiele ich fußball und bin mit meiner familie gern.",1753,1041,816,3179,30,FALSE,,,"berlin, deutschland",german,berlin,3/29/2016,3/29/2016 7:48,7.14721E+17,TRUE
363,berlinbote,berlin bote,,8,6804,0,0,7,FALSE,,,,german,bern,4/27/2016,4/27/2016 12:48,7.25306E+17,TRUE
364,blacktivists,blacktivist,non-governmental organization (ngo),2404,710,21,1424,36,FALSE,,,,english,pacific time (us & canada),4/10/2016,4/10/2016 21:25,7.19275E+17,TRUE
365,briys_valera,??????? ???????,"?????? ????, ? ?? ??, ??? ???????.",91,1078,498,53,0,FALSE,,,"moscow, russia",english,baku,3/11/2014,3/11/2014 9:47,2401770593,TRUE
366,chaneutral,chaotic neutral,what makes a man turn neutral... lust for gold? power? or were you just born with a heart full of neutrality?,1,16,0,55,0,FALSE,,,united states,english,,7/31/2016,7/31/2016 18:56,7.59825E+17,TRUE
367,fischermaria933,maria fischer,,17,217,135,75,1,FALSE,,,,german,berlin,7/12/2016,7/12/2016 13:53,7.52864E+17,TRUE
368,georevieweurope,geo review,,37,16,3,281,0,FALSE,,,,english,pacific time (us & canada),7/22/2016,7/22/2016 18:17,7.56554E+17,TRUE
369,gorelkinnn,???? ???? ??????,???????? ?????? ?????????,98,999,2029,340,1,FALSE,,,??????,russian,moscow,6/26/2014,6/26/2014 3:43,2588788573,TRUE
370,inst_vets,instvets,,2618,184,3,4244,13,FALSE,,,,english,,2/27/2016,2/27/2016 19:58,7.0367E+17,TRUE
371,jihadist2ndwife,jihadist wife,wife of an isis terrorist. enjoying submission to my husband and absence of women rights.   this is satirical account not connected with isis!,5081,1071,1036,3797,51,FALSE,,,islamic states of america,english,pacific time (us & canada),4/10/2016,4/10/2016 21:49,7.19281E+17,TRUE
372,jorda_morgan,?????? ??????,? ????? ?????? ?????? ?????...???? ??????.???? ??????????.,67,738,1371,104,0,FALSE,,,,russian,volgograd,6/7/2014,6/7/2014 15:13,2589592793,TRUE
373,lgbtuni,lgbt united,we speak for all fellow members of lgbt community across the nation.gender preference does not define you. your spirit defines you.,338,453,0,262,3,FALSE,,,,english,,7/12/2016,7/12/2016 21:09,7.52973E+17,TRUE
374,lmarinays,linaluna,???,785,9394,627,202,3,FALSE,,,,russian,volgograd,3/24/2012,3/24/2012 20:41,535690498,TRUE
375,lukas_rosler,lukas rösler,,1217,1212,1270,3067,14,FALSE,,,,german,berlin,4/4/2016,4/4/2016 9:23,7.16919E+17,TRUE
376,maximgaron1,maxime garon,"né à #paris, je m'interesse des affaires étrangères. tu peux trouver ici les #nouvelles récentes, n'hésitez pas à partager vos pensées. #syrie",82,1024,31,522,1,FALSE,,,paris,french,paris,10/9/2015,10/9/2015 7:46,3906961827,TRUE
377,mmmdarya,darya medovaya,,3263,248,249,380,0,FALSE,,,,russian,pacific time (us & canada),8/11/2016,8/11/2016 9:16,7.63665E+17,TRUE
378,moda_barina,?????-??????,"???????, ?????, ?????????",74,862,1594,52,0,FALSE,,,,russian,volgograd,5/6/2014,5/6/2014 15:30,2533095573,TRUE
379,mtthsberger,matthias berger,"fauler student, ich studiere wirtschaftsinformatik, spiele in der freizeit  tennis und spaziere mit meinen freunden gern",980,1135,2113,2966,23,FALSE,,,,german,berlin,4/8/2016,4/8/2016 7:33,7.18341E+17,TRUE
380,mwiqcen,????????,"? ?? ????? ?????????, ?? ?????? ????!",244,1291,2461,257,3,FALSE,,,,russian,volgograd,5/13/2014,5/13/2014 16:22,2545365862,TRUE
381,peeonhillary,$10 challenge,print hillary's face  pee on it  send us proofs  earn money https://imgur.com/a/3p8eo,30,4,0,1510,0,FALSE,,,united states,english,pacific time (us & canada),6/30/2016,6/30/2016 10:35,7.48465E+17,TRUE
382,peterkistner,peter kistner,,52,248,32,632,2,FALSE,,,,german,berlin,7/5/2016,7/5/2016 15:09,7.50346E+17,TRUE
383,rus_in_usa,??????? ? ???????,,5,13,0,18,2,FALSE,,,,russian,,8/9/2016,8/9/2016 9:46,7.62948E+17,TRUE
384,schultei2,ingrid schulte,ich glaube an gerechtigkeit seit dem 22. november 2005,10,244,71,100,2,FALSE,,,,german,berlin,7/12/2016,7/12/2016 9:08,7.52792E+17,TRUE
385,sonderkatharina,katharina sonder,ich studiere bwl und mag reisen!,26,393,108,210,1,FALSE,,,,german,berlin,7/12/2016,7/12/2016 13:39,7.5286E+17,TRUE
386,tinatkurtz1222,tina kurtz,,7,134,77,55,0,FALSE,,,,german,bern,7/12/2016,7/12/2016 15:06,7.52882E+17,TRUE
387,ttsvetkov,timofey tsvetkov,?????? ????,3216,2271,2812,405,0,FALSE,,,st/petersburg,english,,7/4/2016,7/4/2016 15:36,7.4999E+17,TRUE
388,williams8kalvin,williams&kalvin,videoblog about social issues. subscribe to our youtube channel!,740,326,32,599,9,FALSE,,,,english,,2/26/2016,2/26/2016 18:51,7.03291E+17,TRUE
389,williams_diana_,diana williams,american. conservative. woman.,1973,170,0,4468,10,FALSE,,,,english,pacific time (us & canada),2/26/2016,2/26/2016 19:38,7.03303E+17,TRUE
390,joachimbuchwitz,joachim buchwitz,,1,5,13,50,0,FALSE,,,,german,berlin,7/12/2016,7/12/2016 12:59,7.5285E+17,TRUE
391,klara_sauber,klara sauber,,25,11,12,192,0,FALSE,,,,german,bern,7/6/2016,7/6/2016 11:43,7.50656E+17,TRUE
392,marianeuberg1,maria neuberg,,8,15,11,100,0,FALSE,,,,german,bern,7/4/2016,7/4/2016 11:42,7.49931E+17,TRUE
